AAPL,,,,,,
MSFT,,,,,,
GOOGL,,,,,,
JPM,,,,,,
AMZN,,,,,,
TSLA,,,,,,
V,,,,,,
IBM,,,,,,
KO,,,,,,
BA,,,,,,
GS,,,,,,
DIS,,,,,,
HD,,,,,,
VZ,,,,,,
PFE,,,,,,
INTC,,,,,,
WMT,,,,,,
CVX,,,,,,
XOM,,,,,,
C,,,,,,
MRK,,,,,,
GE,,,,,,
FB,,,,,,
GS,,,,,,
RY.TO,,,,,,
TD.TO,,,,,,
BCE.TO,,,,,,
BMO.TO,,,,,,
ENB.TO,,,,,,
CNR.TO,,,,,,
TRP.TO,,,,,,
SHOP.TO,,,,,,
FTS.TO,,,,,,
SU.TO,,,,,,
CM.TO,,,,,,
MFC.TO,,,,,,
BNS.TO,,,,,,
ABX.TO,,,,,,
L.TO,,,,,,
T.TO,,,,,,
BBD.B.TO,,,,,,
EMA.TO,,,,,,
SLF.TO,,,,,,
MG.TO,,,,,,
